Bankrupt,Persistent EPS in the Last Four Seasons,Borrowing dependency,Net Value Growth Rate,Net worth/Assets,Retained Earnings to Total Assets,Continuous interest rate (after tax)
0,0.228420157,0.369875392,0.000458861,0.96390241,0.943096297,0.781699799
0,0.220572941,0.3719712,0.000460982,0.910421139,0.937685848,0.78163622
1,0.177838707,0.392590414,0.000417986,0.780391208,0.908947698,0.7814285
1,0.202514891,0.396528161,0.000417811,0.771109835,0.868460717,0.781367728
0,0.21102392,0.38402489,0.000444213,0.791758624,0.908330179,0.781538255
0,0.225394724,0.37558015,0.000450302,0.883151435,0.93747354,0.78161994
0,0.218209322,0.370535225,0.000452099,0.93766061,0.937101764,0.781598466
0,0.218682046,0.37531398,0.000433258,0.875895637,0.934730337,0.78157615
0,0.213576629,0.376271296,0.000451699,0.877377029,0.938233789,0.781551448
0,0.209794838,0.377688259,0.000415565,0.860718929,0.927407109,0.781472009
0,0.2149948,0.377008296,0.000434106,0.852798017,0.930539498,0.781569974
0,0.215372979,0.372061787,0.000448181,0.904616501,0.932102119,0.781572641
0,0.212253002,0.373058246,0.000443315,0.91991414,0.934363318,0.781533062
0,0.221612934,0.374405871,0.000463228,0.881125858,0.932853038,0.78163608
0,0.220667486,0.372736159,0.000461531,0.93097923,0.942100288,0.781950186
0,0.225489269,0.373331126,0.000447207,0.91335369,0.945429866,0.781676501
0,0.228325612,0.377794503,0.000464077,0.862018926,0.938496381,0.781621624
0,0.222842016,0.371372877,0.000451799,0.908849049,0.935180058,0.781655308
0,0.220572941,0.369637181,0.000448929,0.905765335,0.94055514,0.781683238
0,0.222842016,0.370670547,0.000456316,0.900323488,0.937669899,0.781610396
0,0.225772903,0.375735602,0.000453596,0.85805847,0.937543557,0.781642255
0,0.219532949,0.388924428,0.000449154,0.798893491,0.939119704,0.781601694
0,0.218492956,0.38553915,0.000455318,0.815339964,0.932966188,0.781582887
0,0.212442091,0.378099816,0.000432809,0.84578408,0.9211574,0.781507378
0,0.223882008,0.372056195,0.000445885,0.908395562,0.941752414,0.781671027
0,0.221612934,0.371134666,0.000461606,0.948151283,0.937410454,0.781644361
0,0.221896568,0.371953306,0.000459909,0.906097893,0.936300905,0.781659519
1,0.200151272,0.392383517,0.000401067,0.78964235,0.920882488,0.781277061
1,0.206013047,0.405124999,0.000401291,0.764700547,0.91282594,0.781515799
1,0.084239387,0.262035237,0.000154243,0.678628654,0.841966378,0.780926604
1,0.175002364,0.391787431,0.000350634,0.778547027,0.915031112,0.781353132
0,0.215656613,0.38224446,0.00044883,0.797140007,0.903544494,0.781574045
0,0.22095112,0.37787167,0.000406108,0.858451492,0.936347817,0.78158808
0,0.215089345,0.369637181,0.000446284,0.958369864,0.942043664,0.781571238
0,0.218871135,0.374532246,0.000417661,0.877588657,0.928823726,0.781577834
0,0.210551196,0.37558015,0.000438973,0.883786317,0.934188186,0.781508501
0,0.21698024,0.379104104,0.000451949,0.847900354,0.931638648,0.781598746
0,0.210645741,0.378454336,0.000436677,0.841611996,0.929574206,0.781527027
0,0.215751158,0.372762999,0.000444487,0.899446745,0.933718216,0.78157601
0,0.20884939,0.373364677,0.000432659,0.9142002,0.927521695,0.781479869
0,0.222558381,0.374562441,0.000445985,0.886688636,0.932855984,0.78164015
0,0.218114777,0.372542682,0.000447307,0.934576896,0.941790765,0.781771379
0,0.220100217,0.377393012,0.000446134,0.859993349,0.940692863,0.781597904
0,0.234943746,0.374286206,0.000466173,0.897209541,0.942619685,0.781634396
0,0.225772903,0.370275765,0.000444512,0.917918796,0.939887837,0.781668361
0,0.219816583,0.369637181,0.000448605,0.901502555,0.940056133,0.781682255
0,0.236078283,0.370900929,0.000455193,0.9058258,0.942446954,0.781671027
0,0.227569254,0.374071481,0.000466323,0.870967742,0.938416026,0.781660501
0,0.218587501,0.388757792,0.000452822,0.803337667,0.939490544,0.781589483
0,0.226907441,0.384182579,0.000466397,0.817939958,0.935860147,0.781617554
0,0.216885695,0.378162444,0.000429814,0.843335248,0.932608836,0.781626676
0,0.232485582,0.371386297,0.000445436,0.910662998,0.947071789,0.781733484
0,0.223598374,0.37081146,0.000461856,0.959941954,0.937759735,0.781663869
0,0.223692919,0.370833827,0.000459235,0.928137376,0.937901496,0.781717624
1,0.198354921,0.381058998,0.00039947,0.814916709,0.920323044,0.78147622
0,0.216507516,0.380509883,0.000423077,0.800767905,0.890634803,0.78158022
0,0.21896568,0.37773523,0.000441418,0.861081718,0.935490858,0.781579097
0,0.215467524,0.369637181,0.000447083,0.951295462,0.942644715,0.781574466
0,0.211118465,0.37784483,0.000431461,0.852979412,0.929281716,0.781555518
0,0.220856576,0.376993757,0.000440395,0.869788675,0.935256306,0.781643799
0,0.215845703,0.380571393,0.000444363,0.840311999,0.932474784,0.781582325
0,0.211402099,0.379165614,0.000437899,0.838891072,0.929809936,0.781538676
0,0.214427531,0.37342395,0.000454819,0.887293285,0.931455733,0.78156436
0,0.209983927,0.373503354,0.000431386,0.908063005,0.926685637,0.781512009
0,0.228892881,0.373316588,0.000452573,0.895818847,0.937256539,0.78167987
0,0.229176515,0.372026,0.000447108,0.940744324,0.948081249,0.782308643
0,0.218871135,0.375376608,0.0004378,0.87471657,0.941712687,0.781590606
0,0.22709653,0.374602702,0.000440095,0.889318862,0.939097145,0.781595378
0,0.232485582,0.370924414,0.0004651,0.906974635,0.94295667,0.781709343
0,0.2149948,0.369637181,0.000469492,0.952172204,0.939296757,0.781576992
0,0.224165642,0.37143886,0.000426396,0.908546724,0.942993144,0.781603939
0,0.229554694,0.373075022,0.000455193,0.879221211,0.941180331,0.781672712
0,0.223692919,0.388174008,0.000455567,0.804184176,0.941691237,0.781613483
0,0.228609246,0.379728149,0.000471488,0.839012002,0.93727788,0.781618817
0,0.219343859,0.378279872,0.000435204,0.840674789,0.934138241,0.781685905
0,0.231351045,0.370081171,0.000459834,0.929195513,0.943543262,0.781720431
0,0.220100217,0.374115097,0.000466447,0.90788161,0.935067187,0.781633694
0,0.221802023,0.371381824,0.000443963,0.918614143,0.937744832,0.781703308
1,0.22511109,0.381969343,0.000473834,0.80823533,0.934494715,0.781607729
1,0.214616621,0.38626273,0.000433008,0.803609759,0.931547845,0.781567167
0,0.237590999,0.377516032,0.000477302,0.865435197,0.940010767,0.781820221
0,0.252434528,0.3767466,0.000484614,0.868337515,0.943071757,0.781837765
0,0.208093032,0.373530195,0.000433408,0.90630952,0.931717332,0.781419518
0,0.201096719,0.374650792,0.000421055,0.85198174,0.924905685,0.781448992
0,0.220383852,0.373875768,0.000447806,0.884663059,0.934534782,0.781612501
0,0.211496644,0.369637181,0.000424075,0.972639599,0.936722179,0.781525483
0,0.216129337,0.369637181,0.000448655,0.951446625,0.932266767,0.781579518
0,0.230594687,0.371724042,0.000458487,0.936088521,0.944796324,0.781703589
0,0.217074785,0.369637181,0.000426895,0.938809445,0.935500775,0.781579097
0,0.215940248,0.376518454,0.000503005,0.858391027,0.935612599,0.781580922
0,0.216696606,0.37533411,0.000454245,0.889228165,0.933508571,0.781632992
0,0.217831143,0.373501117,0.000431162,0.895637452,0.940632554,0.781603238
0,0.181431408,0.376540821,0.0003691,0.861988693,0.896988131,0.780972078
0,0.208282122,0.378010347,0.000420556,0.846298032,0.930078706,0.781501343
0,0.20487851,0.372957594,0.000426495,0.884390967,0.927051004,0.781491378
0,0.218776591,0.371992449,0.000439996,0.922967621,0.934835229,0.781610396
0,0.221045665,0.369740071,0.000582785,0.907428122,0.957603554,0.781617273
0,0.221802023,0.373319943,0.000491102,0.911328113,0.946518295,0.781761554
0,0.247234566,0.377817989,0.000516805,0.860930556,0.940005629,0.781841273
0,0.241278245,0.376352937,0.00051436,0.875653778,0.94283092,0.781922396
0,0.22908197,0.372370455,0.000482767,0.916890891,0.941547257,0.781680291
0,0.231161955,0.37718276,0.000460858,0.855095686,0.940977775,0.781635097
0,0.226623806,0.37074324,0.000465299,0.91323276,0.948291057,0.78168801
0,0.237780089,0.372542682,0.000498514,0.888623515,0.951351477,0.781679448
0,0.212442091,0.373675581,0.000442965,0.892553738,0.939561351,0.781555659
1,0.207809398,0.377511558,0.000425073,0.837953865,0.909745325,0.781488009
0,0.243830954,0.37594809,0.000473285,0.879825861,0.941294675,0.781812642
0,0.237023731,0.37664371,0.000464027,0.8688817,0.941093086,0.781737835
0,0.217074785,0.372925162,0.000462405,0.911509508,0.932900561,0.781617975
0,0.212063912,0.375120503,0.000449154,0.848837561,0.928539736,0.781541483
0,0.226718351,0.377072043,0.000467196,0.855488708,0.936813058,0.781663168
0,0.221045665,0.371028422,0.000448256,0.936783868,0.93701903,0.781640571
0,0.211307554,0.372737277,0.000439347,0.890437464,0.929953336,0.78154429
0,0.219911128,0.373312114,0.000461456,0.908063005,0.938541378,0.781608431
0,0.241845514,0.369637181,0.000468294,0.931160625,0.944778193,0.781674396
0,0.204783965,0.383786679,0.000383449,0.798228376,0.91591844,0.781474115
0,0.220289307,0.372456568,0.000453172,0.920881579,0.937197138,0.781699659
0,0.221612934,0.371752001,0.000447806,0.912235088,0.93915298,0.781635519
0,0.2149948,0.373610717,0.000444088,0.893823503,0.860211343,0.78158415
0,0.242790962,0.372850231,0.000514859,0.889258397,0.943531167,0.781807449
0,0.209227569,0.37313094,0.0004648,0.878525864,0.938041638,0.781523238
0,0.224071098,0.37369683,0.000452623,0.897723494,0.937403161,0.781663729
0,0.218020233,0.370366353,0.000457813,0.923209481,0.943051861,0.781597483
0,0.214616621,0.373501117,0.000460009,0.908516492,0.940513351,0.781569413
0,0.248558192,0.376066636,0.000472411,0.877467727,0.946288332,0.781779519
0,0.217642054,0.37431752,0.000435604,0.891767694,0.935463179,0.781599448
0,0.227001985,0.372029355,0.000457938,0.914774617,0.940014804,0.781661343
0,0.230689231,0.3742493,0.000524616,0.886204916,0.940454915,0.781652501
0,0.233336485,0.371369522,0.000468444,0.909695559,0.953329515,0.781745273
0,0.236078283,0.372785366,0.000475356,0.879735163,0.948544772,0.781660922
0,0.219060225,0.372130007,0.000442391,0.895214197,0.94167272,0.781586817
1,0.209794838,0.38223775,0.000438648,0.810260906,0.929417374,0.781535588
0,0.264630803,0.374248182,0.000472811,0.897511866,0.948519733,0.781869344
0,0.25961993,0.375062349,0.000468643,0.884723524,0.945670681,0.781860923
0,0.215372979,0.3737315,0.00044566,0.897209541,0.936674055,0.781575027
0,0.201853077,0.375009786,0.000437974,0.849351513,0.92532005,0.781457694
0,0.229554694,0.374949394,0.000456441,0.880883998,0.938087397,0.781698536
0,0.224260187,0.369637181,0.000459535,0.959639629,0.941129609,0.781646185
0,0.216602061,0.374763746,0.00045694,0.873023551,0.93257186,0.781573764
0,0.210456651,0.373620782,0.000423276,0.90035372,0.930975103,0.781540922
0,0.232296492,0.369637181,0.00043236,0.935211779,0.942387039,0.78162008
0,0.21896568,0.377245388,0.000492899,0.848746863,0.924961476,0.781597904
0,0.223220195,0.371585366,0.000458113,0.931432718,0.940965173,0.781714115
0,0.225489269,0.371143613,0.000487434,0.918795538,0.941174501,0.781672571
0,0.209227569,0.372813325,0.000434231,0.916739729,0.926639818,0.781416851
0,0.235605559,0.373080614,0.000464077,0.895304895,0.944512689,0.781734326
0,0.232485582,0.370077816,0.000476953,0.924055991,0.949404752,0.781680712
0,0.222369292,0.376494968,0.000443938,0.869788675,0.932981628,0.781639729
0,0.21896568,0.370264582,0.000444962,0.922242041,0.937374266,0.781606325
0,0.218492956,0.369838486,0.000462405,0.966593101,0.942149995,0.781627238
0,0.276448899,0.373852282,0.000478575,0.902621157,0.956821091,0.781873554
0,0.217263874,0.373459738,0.00045699,0.892463041,0.939621031,0.781586115
0,0.22728562,0.370426744,0.000452797,0.934758291,0.940529014,0.781653062
0,0.223503829,0.377431036,0.0004788,0.855398011,0.935852717,0.781613343
0,0.233620119,0.371319196,0.000473235,0.921607159,0.952803752,0.781707519
0,0.237118276,0.373439607,0.00045694,0.871814252,0.948129471,0.781663729
0,0.226812896,0.371787789,0.000453296,0.878888654,0.941775142,0.781611518
1,0.203743973,0.380277264,0.000407805,0.835202709,0.923377543,0.78142429
1,0.205729413,0.382349586,0.000451425,0.824923663,0.932464314,0.781360711
1,0.201002175,0.389358352,0.00041846,0.798772561,0.926596561,0.78128857
0,0.223692919,0.374782758,0.000486885,0.866765426,0.935350358,0.781702606
0,0.209227569,0.37533411,0.000427993,0.882758412,0.930250615,0.781479588
0,0.212631181,0.3696383,0.000447207,0.957795447,0.932288869,0.781527027
0,0.206580316,0.376250048,0.000427219,0.86924449,0.926887834,0.78140815
0,0.19693675,0.374729077,0.000408927,0.873658433,0.916081675,0.781043377
0,0.215845703,0.371892915,0.000434406,0.921909484,0.932558622,0.781604782
0,0.20487851,0.371570827,0.000422403,0.934667594,0.923824887,0.781297272
0,0.212631181,0.374042404,0.000461007,0.882456087,0.921560747,0.781486887
0,0.21716933,0.372390585,0.000451026,0.902621157,0.921216955,0.781599027
0,0.226340172,0.37608453,0.000462529,0.878646794,0.937286468,0.781724361
0,0.215372979,0.372500185,0.000446958,0.871784019,0.931854429,0.78157601
0,0.211591188,0.371031777,0.000438224,0.941983856,0.935607152,0.781475378
0,0.218303867,0.373884715,0.000439147,0.909907186,0.939859952,0.781636641
0,0.220383852,0.373385926,0.000448231,0.896937449,0.935946138,0.781636361
0,0.208376666,0.377747532,0.000432983,0.862139855,0.930353765,0.781514676
0,0.22312565,0.372525907,0.000442067,0.909604861,0.940009705,0.781678887
0,0.248463648,0.372390585,0.000567138,0.920972277,0.955362569,0.781907239
0,0.21300936,0.371032895,0.000411573,0.9320676,0.939877358,0.78154401
0,0.206674861,0.37408602,0.000426795,0.897118844,0.926723799,0.781387939
0,0.211307554,0.376196366,0.000433807,0.866493334,0.928822625,0.781534045
0,0.219343859,0.374568033,0.000453995,0.892583971,0.936876083,0.781657975
0,0.194194951,0.381457134,0.000407455,0.841007346,0.922553676,0.781262886
0,0.21518389,0.375378845,0.000431661,0.880067721,0.932819508,0.781571799
0,0.226907441,0.370819289,0.000466946,0.932883877,0.94014745,0.781738677
0,0.227380165,0.369822829,0.000440994,0.954862896,0.943570454,0.781653905
0,0.221896568,0.375495154,0.000460583,0.845572452,0.935626524,0.781603518
0,0.225489269,0.37182805,0.000504578,0.92027693,0.944436187,0.781673133
0,0.221234755,0.370757779,0.000450052,0.959881489,0.949628878,0.781689133
0,0.22511109,0.371891796,0.000469816,0.916074614,0.940446712,0.781692782
0,0.219060225,0.369637181,0.000556383,0.977658191,0.943882936,0.78162008
0,0.251772714,0.37133709,0.000715317,0.911600206,0.952201477,0.781696852
0,0.239576439,0.373039234,0.000500335,0.857272425,0.941799187,0.781653203
0,0.220762031,0.385624146,0.000458686,0.807691145,0.933458198,0.781597764
0,0.230972866,0.374238117,0.00047029,0.859267769,0.939498889,0.781626817
0,0.225394724,0.389292369,0.000441718,0.759409862,0.93440005,0.781574606
0,0.219438404,0.377104475,0.000444463,0.865223569,0.934002672,0.781616711
0,0.219722038,0.371706149,0.000568062,0.915953684,0.935135345,0.781603939
0,0.210173017,0.374996365,0.000435479,0.865646824,0.929929327,0.781515378
0,0.231161955,0.376550887,0.000502132,0.855549173,0.939855227,0.781679448
0,0.236361917,0.37073653,0.000478276,0.890376999,0.941865639,0.781659098
0,0.226623806,0.371044079,0.000448755,0.929951326,0.953760302,0.781659098
0,0.217074785,0.386565805,0.000497316,0.812467878,0.932963081,0.781585694
0,0.226151083,0.371072038,0.000475032,0.895697917,0.938917261,0.781653764
1,0.19693675,0.380569156,0.00040481,0.818151586,0.918323291,0.781327869
1,0.194100407,0.384759653,0.000409227,0.809535327,0.922436162,0.781287167
1,0.167155148,0.38266049,0.000344395,0.799679536,0.902171489,0.780007023
1,0.216223882,0.377480244,0.000446409,0.867944493,0.931610241,0.781609975
1,0.195424033,0.386017809,0.000365482,0.803065574,0.884894515,0.781213202
1,0.167438782,0.387256952,0.00033107,0.800314418,0.904351889,0.7811565
1,0.199678548,0.379219295,0.000395527,0.824046921,0.921638976,0.781215026
0,0.21518389,0.377892919,0.000446883,0.844907337,0.932486915,0.781575167
0,0.206296681,0.377304662,0.000405409,0.861565438,0.926187106,0.781447588
0,0.202514891,0.369637181,0.000419408,0.956193125,0.922162368,0.781290816
0,0.201002175,0.376727587,0.000411997,0.848595701,0.923437496,0.781399448
0,0.201285809,0.382475961,0.000391534,0.805786498,0.918322313,0.781360149
0,0.194384041,0.375658435,0.000403812,0.860718929,0.902805941,0.78085671
0,0.206485771,0.372698134,0.00044606,0.913172295,0.932217075,0.781328991
0,0.204500331,0.37217586,0.000454569,0.921637392,0.934220415,0.781382886
0,0.211213009,0.375592452,0.000451574,0.853039877,0.919565297,0.781404641
0,0.217452964,0.371586484,0.000454694,0.887444448,0.924144819,0.781602396
0,0.229838328,0.375247996,0.000462455,0.887535145,0.939296377,0.781751589
0,0.218398412,0.371745291,0.000452223,0.879614233,0.933426757,0.781612782
0,0.212725726,0.371887323,0.000440545,0.888139795,0.933303016,0.781528711
0,0.209889383,0.375018733,0.000422627,0.889711884,0.928517775,0.78119636
0,0.202136712,0.376113608,0.000392732,0.878888654,0.92285033,0.781333202
0,0.216602061,0.374236998,0.000447457,0.891888624,0.933689965,0.781588361
0,0.214049352,0.376440169,0.000447806,0.879009584,0.931565663,0.781561834
0,0.210740286,0.377998045,0.000400643,0.856395683,0.928096379,0.781524641
0,0.236551007,0.372476699,0.000496243,0.920579254,0.945219705,0.781841414
0,0.204594876,0.372913978,0.000406931,0.904707198,0.922707216,0.781407728
0,0.189656802,0.37888155,0.000381752,0.851074765,0.909104233,0.780794815
0,0.218020233,0.374817428,0.000447981,0.882818877,0.930712591,0.781593834
0,0.214805711,0.37512274,0.000445261,0.882304925,0.934226923,0.781570536
0,0.205445779,0.380120693,0.000460259,0.848867793,0.922632247,0.781426957
0,0.214711166,0.374384622,0.000419234,0.905221151,0.930957649,0.781570115
0,0.215562069,0.374514352,0.000437425,0.899688605,0.932137813,0.781575589
0,0.221234755,0.370171758,0.000452523,0.954107083,0.937764492,0.781680712
0,0.21518389,0.380348839,0.000412196,0.836230613,0.917197512,0.781573203
0,0.223692919,0.371037369,0.000432959,0.937932702,0.938100693,0.781639308
0,0.218587501,0.378060673,0.000550469,0.844998035,0.931505418,0.781585834
0,0.222274747,0.371935412,0.000460159,0.933911782,0.942686735,0.781673413
0,0.217547509,0.372935227,0.000434331,0.923844363,0.940558568,0.78162022
0,0.211118465,0.373438489,0.000427693,0.89962814,0.930706435,0.781512571
0,0.20289307,0.369891049,0.000419683,0.964446594,0.930665889,0.781422185
0,0.255081781,0.370702979,0.000508595,0.91882577,0.952162869,0.781740642
0,0.232391037,0.374306337,0.00048666,0.853342202,0.939991347,0.781624992
0,0.201285809,0.38399805,0.000444812,0.817970191,0.924824551,0.781461764
0,0.227758344,0.374075955,0.000465299,0.86316776,0.940226576,0.781617133
0,0.225205635,0.380486397,0.000805253,0.797926051,0.934749011,0.781576992
0,0.216696606,0.379784067,0.000428941,0.844000363,0.932614518,0.781587518
0,0.212158457,0.372267566,0.000435853,0.897360704,0.930283176,0.781547799
0,0.199394913,0.374824138,0.000416688,0.873900293,0.922891044,0.781316921
0,0.227001985,0.37890168,0.000465424,0.847174774,0.936980618,0.781664291
0,0.227191075,0.373048181,0.000452548,0.883604922,0.937753814,0.781622606
0,0.232201948,0.370579959,0.000453197,0.943283853,0.956362776,0.78168001
0,0.20468942,0.388865155,0.00042405,0.799044653,0.928441239,0.781507097
0,0.223598374,0.374159832,0.000464201,0.872086344,0.936672531,0.78164001
1,0.225867448,0.384153502,0.000593091,0.780028419,0.922503066,0.781625133
0,0.22095112,0.37621426,0.000453371,0.856758473,0.934067168,0.781663589
0,0.216412972,0.380436071,0.000453396,0.838679445,0.927800753,0.781589483
0,0.211591188,0.369637181,0.000430763,0.958732654,0.907439163,0.78147215
0,0.213198449,0.375728892,0.000441443,0.875411918,0.91442322,0.781549904
0,0.211307554,0.385128712,0.000428916,0.789491187,0.906082763,0.781515378
0,0.208565756,0.375506338,0.000419857,0.852404994,0.913874844,0.781435658
0,0.212347547,0.373312114,0.000452722,0.913504852,0.931605812,0.781493343
0,0.204311241,0.373647622,0.000419284,0.869456118,0.926402305,0.781380079
0,0.213671173,0.37744222,0.00043775,0.840886417,0.938581094,0.781510045
0,0.221045665,0.370728701,0.000460009,0.910149046,0.935363268,0.781633975
0,0.219816583,0.374771575,0.000460084,0.892704901,0.93717918,0.781630466
0,0.215562069,0.371588721,0.000436178,0.881911903,0.933871614,0.781578676
0,0.218682046,0.371160389,0.000455542,0.894942105,0.934103064,0.781650115
0,0.206674861,0.375664027,0.000427618,0.875744475,0.925919461,0.781144991
0,0.213292994,0.373917147,0.000453446,0.907337425,0.916019786,0.78154415
0,0.210929375,0.372743987,0.000417312,0.903407201,0.930828979,0.781526746
0,0.20468942,0.37504781,0.000391734,0.888744445,0.914204165,0.781477623
0,0.212253002,0.37540904,0.000456216,0.885570034,0.92462022,0.781540781
0,0.24335823,0.370808105,0.000463178,0.951779182,0.953478685,0.782002116
0,0.217642054,0.369637181,0.000479449,0.977416332,0.928900931,0.781616711
0,0.185402288,0.380005502,0.000350634,0.818846933,0.89382069,0.781254184
0,0.216412972,0.37355368,0.000428816,0.898358376,0.932072025,0.781579799
0,0.226151083,0.372870362,0.000465774,0.916256009,0.941203052,0.781677624
0,0.213954808,0.378457691,0.000439696,0.859963116,0.930393668,0.781557764
0,0.218020233,0.374962815,0.000439497,0.902832784,0.933143238,0.781622326
0,0.216129337,0.374223578,0.000434755,0.903225806,0.936264322,0.781585694
0,0.211118465,0.37051845,0.000423251,0.955165221,0.928664268,0.781479588
0,0.230216508,0.37491808,0.000454569,0.879463071,0.935300572,0.781718887
0,0.217452964,0.372171387,0.000405983,0.919883907,0.934997107,0.781593834
0,0.223787463,0.379746043,0.000443265,0.827825982,0.934140261,0.781616431
0,0.215656613,0.373643149,0.000442791,0.91250718,0.938595529,0.781589483
0,0.212442091,0.37141202,0.000442541,0.947818726,0.940912881,0.781519869
0,0.214522076,0.371267751,0.000441468,0.931251323,0.925988518,0.781565203
0,0.221423844,0.369637181,0.000455817,0.945521057,0.932936653,0.781615869
0,0.255554505,0.371989094,0.000457938,0.912235088,0.953111695,0.781740361
0,0.230311052,0.374661976,0.000479449,0.859056142,0.938695412,0.781622747
0,0.198260376,0.384889383,0.000397399,0.817788796,0.914831508,0.781299237
0,0.223409284,0.374309692,0.000450002,0.871451462,0.942032511,0.78160029
0,0.261416281,0.372060669,0.00049507,0.863802642,0.946777783,0.781657273
0,0.225678359,0.377492546,0.000453845,0.848716631,0.936456831,0.78164815
0,0.21102392,0.369737834,0.000437875,0.942376878,0.928073833,0.781535588
0,0.205918502,0.373730381,0.000416314,0.867279378,0.921473576,0.781334044
0,0.220100217,0.377012769,0.000492026,0.858391027,0.937092932,0.781611378
0,0.215940248,0.375012022,0.000448281,0.883483992,0.929760728,0.781572782
0,0.236078283,0.369637181,0.000455892,0.929981558,0.958548664,0.781692501
0,0.249976364,0.375749022,0.000522919,0.882214227,0.948545105,0.781941625
0,0.215278434,0.376812583,0.000446908,0.855004988,0.932006132,0.781571518
0,0.225205635,0.376195248,0.000489405,0.879553768,0.936072802,0.781729975
0,0.214900255,0.378231782,0.000475431,0.848746863,0.929182324,0.781568992
0,0.214427531,0.370131497,0.000444463,0.944311757,0.908566796,0.781564922
0,0.20884939,0.37517754,0.000426845,0.866311939,0.90956871,0.781502887
0,0.211213009,0.38443421,0.000442291,0.791093509,0.92657798,0.781534887
0,0.211402099,0.375440354,0.000459984,0.881730508,0.911477911,0.781472711
0,0.213576629,0.373399346,0.000441193,0.910965323,0.931604029,0.781538676
0,0.205634868,0.373753867,0.000430214,0.865314267,0.927679753,0.781429764
0,0.213292994,0.377097765,0.000457539,0.843637573,0.938571317,0.781478185
0,0.213387539,0.37246887,0.000432959,0.907428122,0.93173031,0.781552431
0,0.220100217,0.375917894,0.000449553,0.880521208,0.936503551,0.781631308
0,0.216602061,0.371160389,0.000422278,0.878525864,0.933307678,0.781590325
0,0.219060225,0.370933361,0.000443914,0.89488164,0.936107319,0.781650817
0,0.205729413,0.375441473,0.000427319,0.873718898,0.921160887,0.781113833
0,0.213198449,0.37403122,0.000450127,0.903497899,0.916713674,0.781546957
0,0.212347547,0.372251908,0.000440694,0.910783928,0.929274144,0.781540501
0,0.216602061,0.374028983,0.000449778,0.899658373,0.933285643,0.781585132
0,0.211685733,0.376026375,0.000447307,0.879221211,0.923744988,0.781536009
0,0.242129148,0.370068869,0.000456441,0.964930314,0.957345882,0.782030186
0,0.215278434,0.369913417,0.000438923,0.972307041,0.93274244,0.78157615
0,0.21518389,0.375165238,0.000453296,0.863923572,0.933175173,0.78157236
0,0.217925688,0.372902794,0.000448305,0.900686277,0.933439278,0.781592852
0,0.220005673,0.371624508,0.000447981,0.922635064,0.939380643,0.78161601
0,0.213482084,0.378314541,0.000440395,0.860870091,0.929660777,0.781550887
0,0.217642054,0.373983131,0.000447856,0.913444387,0.93332141,0.781613904
0,0.195613123,0.374016681,0.000409526,0.899779303,0.924175853,0.781319026
0,0.211307554,0.369946967,0.000444313,0.966290776,0.928717756,0.781475518
0,0.225678359,0.371749765,0.000471763,0.91918856,0.939902941,0.781684922
0,0.215751158,0.371035132,0.000448156,0.945823382,0.925708921,0.781578957
0,0.226623806,0.37491808,0.000521746,0.86401427,0.936751051,0.781638606
0,0.214616621,0.373851164,0.000441892,0.910753696,0.937875415,0.781567448
0,0.215089345,0.371715095,0.000451175,0.944311757,0.941121197,0.781581483
