Bankrupt,ROA(B) before interest and depreciation after tax,Persistent EPS in the Last Four Seasons,Net profit before tax/Paid-in capital,Per Share Net profit before tax (Yuan ??),Borrowing dependency,Net worth/Assets,Net Income to Total Assets,ROA(C) before interest and depreciation before interest,Net Value Growth Rate,Net Income to Stockholder Equity,Net Value Per Share (C),ROA(A) before interest and % after tax,Net worth/Assets,Debt ratio %,Retained Earnings to Total Assets,Total debt/Total net worth,Liability to Equity,Per Share Net profit before tax (Yuan ??),Continuous interest rate (after tax),Total income/Total expense,Current Liability to Current Assets,Current Liability to Assets,Total Asset Turnover,Average Collection Days,Interest Coverage Ratio (Interest expense to EBIT),Operating Gross Margin
0,0.538197976,0.21896568,0.17761104,0.178579498,0.374179962,0.896423497,0.814110614,0.482474528,0.000448555,0.841337129,0.182925288,0.567542521,0.896423497,0.103576503,0.942828956,0.004932564,0.278356432,0.178579498,0.781629483,0.002337657,0.047166348,0.032086803,0.076461769,0.003258517,0.56589153,0.614025858
0,0.498956047,0.20468942,0.171525526,0.172478723,0.373113046,0.905614173,0.804886953,0.444401111,0.000455068,0.840649732,0.173865408,0.549716529,0.905614173,0.094385827,0.932955215,0.004292397,0.277892082,0.172478723,0.781373202,0.002256752,0.033711602,0.047994813,0.062968516,0.007838031,0.566982649,0.623711786
0,0.543390974,0.219343859,0.173290099,0.17428636,0.377306898,0.855337546,0.803260161,0.491151952,0.000442965,0.840702416,0.169398677,0.551569996,0.855337546,0.144662454,0.930139635,0.008734349,0.281113384,0.17428636,0.781609132,0.00227305,0.04351399,0.0956719,0.124437781,0.005575172,0.567146327,0.608130702
0,0.523689705,0.212914815,0.167860644,0.168863448,0.37315107,0.89343048,0.794157853,0.474040852,0.000442092,0.839910497,0.171547765,0.533307894,0.89343048,0.10656952,0.930763203,0.005155072,0.278517753,0.168863448,0.781550887,0.00221748,0.028901672,0.069166166,0.145427286,0.005112353,0.577445287,0.600577985
0,0.569837786,0.226434717,0.177920217,0.178880771,0.373692357,0.910360674,0.819715357,0.506703066,0.000473734,0.84162368,0.180565505,0.575828609,0.910360674,0.089639326,0.940251658,0.003983257,0.277667685,0.178880771,0.781709624,0.002569822,0.015553133,0.027638023,0.101949025,0.006305264,0.56561432,0.604685856
0,0.558755822,0.223787463,0.179828067,0.182420728,0.373544733,0.900928137,0.815418714,0.513820504,0.000469242,0.84139905,0.181787535,0.571085914,0.900928137,0.099071863,0.93354091,0.004611569,0.278123543,0.182420728,0.781652501,0.002289993,0.025812849,0.053385356,0.148425787,0.005504297,0.565618081,0.621773159
0,0.540285883,0.220194762,0.175167785,0.176169315,0.372267566,0.938718747,0.810421135,0.488909472,0.000458562,0.840888957,0.183852345,0.56023768,0.938718747,0.061281253,0.942018219,0.002397432,0.276517862,0.176169315,0.781933905,0.002551771,0.04629123,0.038761655,0.019490255,0.004833125,0.565999165,0.606523588
0,0.580919749,0.233052851,0.188288968,0.189274686,0.372724975,0.921274602,0.826642041,0.53595281,0.000471763,0.841983322,0.189541107,0.59043829,0.921274602,0.078725398,0.948858907,0.003323941,0.277189778,0.189274686,0.781726606,0.002360951,0.018156638,0.044637378,0.125937031,0.005126016,0.565659318,0.618450828
0,0.55864875,0.220005673,0.175062213,0.176018679,0.378709322,0.858663119,0.806263915,0.504070589,0.000461032,0.840954676,0.175129577,0.55980157,0.858663119,0.141336881,0.935009282,0.008354991,0.280838655,0.176018679,0.781587939,0.002318045,0.040083663,0.087413141,0.229385307,0.003077488,0.567398598,0.598343879
0,0.533647412,0.217452964,0.173531408,0.174512315,0.371230845,0.922514134,0.802551849,0.487398235,0.00044556,0.840455976,0.176478025,0.543720017,0.922514134,0.077485866,0.933563971,0.003253723,0.277138799,0.174512315,0.781598606,0.002242858,0.021936861,0.054771596,0.11844078,0.005434277,0.565722078,0.63625881
0,0.534664597,0.219343859,0.17520549,0.176169315,0.369637181,0.903649061,0.804639012,0.485253254,0.00044561,0.840638613,0.189119717,0.545573485,0.903649061,0.096350939,0.93976514,0.004424625,0.27798794,0.176169315,0.781654326,0.002293048,0.010940728,0.012548281,0.053973013,0.003483949,0.565170865,0.622176739
0,0.553027464,0.225394724,0.180665108,0.181667545,0.371209596,0.899265351,0.814011883,0.504558085,0.000466397,0.84131147,0.185453626,0.564489751,0.899265351,0.100734649,0.937920805,0.004728294,0.278208025,0.181667545,0.781629343,0.002322076,0.018612943,0.068526104,0.173913043,0.008282063,0.565589111,0.607446057
0,0.569034745,0.223220195,0.176494985,0.177449725,0.377012769,0.853493364,0.808976427,0.51201677,0.000466971,0.841234474,0.176983692,0.563672045,0.853493364,0.146506636,0.936223802,0.008955945,0.281274204,0.177449725,0.781624852,0.00226913,0.040394784,0.07763949,0.125937031,0.004398485,0.5672891,0.618933683
0,0.540446491,0.21896568,0.172860267,0.173834451,0.387275964,0.806965565,0.798103629,0.49485692,0.00044319,0.840325896,0.184400152,0.54813563,0.806965565,0.193034435,0.938561233,0.017036449,0.287134337,0.173834451,0.781595659,0.002245935,0.055242675,0.148790999,0.082458771,0.005436838,0.568730146,0.6095072
0,0.552599176,0.221896568,0.177309404,0.178278226,0.388057698,0.805484173,0.803444645,0.509969288,0.000457539,0.841046745,0.172896212,0.561382468,0.805484173,0.194515827,0.933883562,0.017411248,0.287405943,0.178278226,0.781591168,0.002274344,0.050170651,0.147142955,0.184407796,0.007327393,0.56804294,0.602956226
0,0.495529739,0.203554883,0.159678757,0.160653762,0.377159275,0.853251504,0.772908885,0.444986106,0.000397498,0.837925614,0.161307994,0.50365242,0.853251504,0.146748496,0.923742746,0.008984215,0.281294868,0.160653762,0.78124857,0.002098267,0.04550392,0.044651633,0.04197901,0.007823514,0.56237711,0.611762925
0,0.568606456,0.224260187,0.178696931,0.179633953,0.372166913,0.907942075,0.812973644,0.519280456,0.00045417,0.841187895,0.179217058,0.563617532,0.907942075,0.092057925,0.942045501,0.004138283,0.277780652,0.179633953,0.781672712,0.002284709,0.051481376,0.066073203,0.109445277,0.005687888,0.565722915,0.626544055
0,0.592483538,0.228420157,0.184986049,0.185960684,0.369875392,0.96390241,0.830176405,0.54740896,0.000458861,0.841854182,0.182630315,0.59305495,0.96390241,0.03609759,0.943096297,0.001275773,0.275704458,0.185960684,0.781699799,0.002505647,0.013393307,0.038373351,0.148425787,0.004792991,0.565433399,0.609737817
0,0.550564805,0.220572941,0.177490385,0.178428862,0.3719712,0.910421139,0.812100285,0.500853118,0.000460982,0.841115993,0.177952889,0.563944614,0.910421139,0.089578861,0.937685848,0.003978698,0.27766442,0.178428862,0.78163622,0.00236163,0.018802183,0.049464084,0.103448276,0.008559584,0.56620058,0.60202655
1,0.463782858,0.177838707,0.138624538,0.139639979,0.392590414,0.780391208,0.750430839,0.416126359,0.000417986,0.831976032,0.156209178,0.470235499,0.780391208,0.219608792,0.908947698,0.025951358,0.293599485,0.139639979,0.7814285,0.002083504,0.065815853,0.198285095,0.214392804,0.00232861,0.562976865,0.599115006
1,0.514427967,0.202514891,0.164565267,0.165549446,0.396528161,0.771109835,0.787081562,0.462194706,0.000417811,0.838258502,0.145505878,0.53603358,0.771109835,0.228890165,0.868460717,0.030692419,0.297038121,0.165549446,0.781367728,0.002162379,0.12488271,0.141036558,0.064467766,0.004698207,0.576472531,0.599987028
0,0.529685743,0.21102392,0.16899178,0.169993221,0.38402489,0.791758624,0.796022666,0.476088334,0.000444213,0.840052355,0.158695377,0.54448321,0.791758624,0.208241376,0.908330179,0.021491168,0.290364861,0.169993221,0.781538255,0.002230174,0.082666072,0.144464756,0.103448276,0.004279792,0.570161349,0.618868822
0,0.559826543,0.225394724,0.178206772,0.179257362,0.37558015,0.883151435,0.814102144,0.505874324,0.000450302,0.841431598,0.177025831,0.570704317,0.883151435,0.116848565,0.93747354,0.005973062,0.279110823,0.179257362,0.78161994,0.002348642,0.033441832,0.088027511,0.220389805,0.004833979,0.566350913,0.601168942
0,0.540500027,0.218209322,0.172091094,0.173081268,0.370535225,0.93766061,0.802923478,0.486374494,0.000452099,0.840451101,0.185875016,0.544755778,0.93766061,0.06233939,0.937101764,0.002449411,0.276555324,0.173081268,0.781598466,0.002269939,0.025690359,0.062985232,0.137931034,0.005719482,0.566000432,0.603475115
0,0.548583971,0.218682046,0.172656662,0.173608496,0.37531398,0.875895637,0.803065744,0.494369424,0.000433258,0.840608632,0.174033964,0.550915831,0.875895637,0.124104363,0.934730337,0.006609581,0.279572352,0.173608496,0.78157615,0.002259819,0.027009776,0.107973141,0.389805097,0.004464236,0.56745611,0.599107799
0,0.525028106,0.213576629,0.17669859,0.17767568,0.376271296,0.877377029,0.811257383,0.475162092,0.000451699,0.841252149,0.180186254,0.564544265,0.877377029,0.122622971,0.938233789,0.006472793,0.279473638,0.17767568,0.781551448,0.00231643,0.043569973,0.026824926,0.071964018,0.003173126,0.566339248,0.614278096
0,0.51710477,0.209794838,0.163471835,0.164419673,0.377688259,0.860718929,0.784384879,0.462925949,0.000415565,0.839028885,0.166111837,0.516354121,0.860718929,0.139281071,0.927407109,0.008127012,0.280673195,0.164419673,0.781472009,0.002185512,0.047146168,0.0668864,0.064467766,0.006102034,0.562016229,0.622702835
0,0.529310991,0.2149948,0.170778976,0.17172554,0.377008296,0.852798017,0.797743521,0.478915809,0.000434106,0.840205746,0.167502423,0.541321413,0.852798017,0.147201983,0.930539498,0.009039842,0.281334802,0.17172554,0.781569974,0.002241368,0.030711116,0.066789899,0.103448276,0.006794554,0.568218589,0.607042477
0,0.530863537,0.215372979,0.169662921,0.170671085,0.372061787,0.904616501,0.798173898,0.481060791,0.000448181,0.840192796,0.172179849,0.539467946,0.904616501,0.095383499,0.932102119,0.004358967,0.277940276,0.170671085,0.781572641,0.002246707,0.015303614,0.036910939,0.146926537,0.00532583,0.568609256,0.60088067
0,0.544140479,0.212253002,0.17031144,0.171273631,0.373058246,0.91991414,0.80137157,0.486228246,0.000443315,0.840385757,0.177110109,0.548026603,0.91991414,0.08008586,0.934363318,0.003403277,0.277247091,0.171273631,0.781533062,0.002295431,0.017390013,0.031842533,0.088455772,0.006816755,0.56850055,0.598444774
0,0.549226404,0.221612934,0.182128045,0.183927092,0.374405871,0.881125858,0.815731085,0.507824307,0.000463228,0.841573617,0.17791075,0.571631051,0.881125858,0.118874142,0.932853038,0.006145414,0.27923595,0.183927092,0.78163608,0.002293237,0.034282255,0.062031959,0.122938531,0.005967116,0.565658865,0.625326107
0,0.541517212,0.220667486,0.175680567,0.176621225,0.372736159,0.93097923,0.811426301,0.48915322,0.000461531,0.840978536,0.185074375,0.562690798,0.93097923,0.06902077,0.942100288,0.002790469,0.276802951,0.176621225,0.781950186,0.002513785,0.052989493,0.049789358,0.019490255,0.00463331,0.566045079,0.604411998
0,0.559077038,0.225489269,0.18026544,0.181215636,0.373331126,0.91335369,0.81356776,0.511188027,0.000447207,0.841197467,0.186970629,0.566888356,0.91335369,0.08664631,0.945429866,0.003795402,0.277531512,0.181215636,0.781676501,0.002300537,0.025041042,0.06116038,0.107946027,0.005785233,0.565941458,0.61817697
0,0.576422721,0.228325612,0.182022472,0.183023273,0.377794503,0.862018926,0.816256592,0.523034173,0.000464077,0.841802241,0.178964224,0.575883123,0.862018926,0.137981074,0.938496381,0.007982929,0.280568752,0.183023273,0.781621624,0.002420103,0.047820571,0.104974926,0.230884558,0.002912684,0.566383205,0.600347367
0,0.552920392,0.222842016,0.176525149,0.177525043,0.371372877,0.908849049,0.807572629,0.508848048,0.000451799,0.84082036,0.174413215,0.553423463,0.908849049,0.091150951,0.935180058,0.004079009,0.277737514,0.177525043,0.781655308,0.00225333,0.027989221,0.070218037,0.127436282,0.00540012,0.565538444,0.635718301
0,0.538947481,0.220572941,0.175929417,0.176922498,0.369637181,0.905765335,0.806666538,0.488958222,0.000448929,0.840770515,0.187097046,0.54900785,0.905765335,0.094234665,0.94055514,0.004282366,0.277884763,0.176922498,0.781683238,0.002307992,0.013788045,0.010947135,0.052473763,0.003536891,0.565163703,0.624317156
0,0.545853632,0.222842016,0.181652967,0.182646682,0.370670547,0.900323488,0.813580403,0.502120606,0.000456316,0.841274522,0.185200792,0.563508504,0.900323488,0.099676512,0.937669899,0.004653517,0.278154236,0.182646682,0.781610396,0.002298718,0.017567908,0.067677077,0.191904048,0.00754087,0.565476168,0.608865795
0,0.57235398,0.225772903,0.180122163,0.181065,0.375735602,0.85805847,0.809900026,0.523082923,0.000453596,0.84128167,0.178753529,0.563344963,0.85805847,0.14194153,0.937543557,0.008422473,0.280887573,0.181065,0.781642255,0.002270799,0.040686295,0.083577917,0.131934033,0.004759689,0.566486947,0.620944378
0,0.539804058,0.219532949,0.174368449,0.175340815,0.388924428,0.798893491,0.799841684,0.493345683,0.000449154,0.840598891,0.185411487,0.550534235,0.798893491,0.201106509,0.939119704,0.0192287,0.288724027,0.175340815,0.781601694,0.002259442,0.05379309,0.1547353,0.071964018,0.006479461,0.568436518,0.610206258
0,0.549172868,0.218492956,0.175152703,0.176093997,0.38553915,0.815339964,0.802637951,0.505630576,0.000455318,0.840860319,0.172516961,0.559747056,0.815339964,0.184660036,0.932966188,0.015091329,0.28572377,0.176093997,0.781582887,0.00226804,0.051783386,0.148863536,0.16041979,0.008948112,0.568285889,0.60456334
0,0.522511912,0.212442091,0.165794435,0.166754538,0.378099816,0.84578408,0.78812564,0.469555891,0.000432809,0.839285132,0.159538157,0.527202355,0.84578408,0.15421592,0.9211574,0.009931697,0.281981864,0.166754538,0.781507378,0.002183842,0.071173171,0.061828918,0.046476762,0.007247126,0.19863179,0.619402125
0,0.568178168,0.223882008,0.179413317,0.180387136,0.372056195,0.908395562,0.811328898,0.523716667,0.000445885,0.841074766,0.179427753,0.56154601,0.908395562,0.091604438,0.941752414,0.004109102,0.277759439,0.180387136,0.781671027,0.002283234,0.057507852,0.074449813,0.104947526,0.005381334,0.565830777,0.626414333
0,0.568178168,0.221612934,0.177550713,0.17850418,0.371134666,0.948151283,0.812826429,0.521912933,0.000461606,0.840991944,0.178669251,0.564871348,0.948151283,0.051848717,0.937410454,0.00194968,0.276193025,0.17850418,0.781644361,0.00234534,0.019789517,0.054898495,0.136431784,0.006014935,0.565674689,0.609290996
0,0.550671878,0.221896568,0.177354649,0.178353544,0.371953306,0.906097893,0.809661363,0.503193097,0.000459909,0.840973026,0.179385614,0.559692543,0.906097893,0.093902107,0.936300905,0.00426048,0.277868819,0.178353544,0.781659519,0.002379095,0.027016807,0.066617814,0.095952024,0.008181302,0.56596102,0.603590424
1,0.505594518,0.200151272,0.157016816,0.158017624,0.392383517,0.78964235,0.777094466,0.453029786,0.000401067,0.837052996,0.156799124,0.516572176,0.78964235,0.21035765,0.920882488,0.022234381,0.290903714,0.158017624,0.781277061,0.002028516,0.086458323,0.089798443,0.04197901,0.004251613,0.553328486,0.596945762
1,0.517051234,0.206013047,0.167310158,0.167959629,0.405124999,0.764700547,0.791982245,0.472090869,0.000401291,0.839162226,0.148202773,0.538813781,0.764700547,0.235299453,0.91282594,0.034784195,0.300005451,0.167959629,0.781515799,0.002196441,0.09480622,0.201894138,0.137931034,0.006325758,0.57198855,0.597392583
1,0.054820922,0.084239387,0.072453058,0.067485125,0.262035237,0.678628654,0.525650952,0.066933164,0.000154243,1,0.120011799,0.057184911,0.678628654,0.321371346,0.841966378,0.126572374,0.182790359,0.067485125,0.780926604,0.002003273,0.065285749,0.252297963,0.292353823,0.004827147,0.565021156,0.601860794
1,0.453450399,0.175002364,0.140351406,0.141372298,0.391787431,0.778547027,0.746585997,0.406668942,0.000350634,0.831081516,0.151531752,0.467291758,0.778547027,0.221452973,0.915031112,0.026809473,0.294222142,0.141372298,0.781353132,0.002107568,0.083357788,0.198480138,0.148425787,0.005281427,0.563976127,0.595994465
0,0.536431286,0.215656613,0.169836362,0.17089704,0.38224446,0.797140007,0.797585081,0.48223078,0.00044883,0.840279753,0.156082761,0.544319669,0.797140007,0.202859993,0.903544494,0.019753965,0.289105073,0.17089704,0.781574045,0.002234856,0.065772709,0.112883313,0.11844078,0.003937374,0.569392706,0.618083282
0,0.540339419,0.22095112,0.174609758,0.176545906,0.37787167,0.858451492,0.804705531,0.488519475,0.000406108,0.840817533,0.183388816,0.550152638,0.858451492,0.141548508,0.936347817,0.008377789,0.280854627,0.176545906,0.78158808,0.002282743,0.041568851,0.114493576,0.230884558,0.003981778,0.566454958,0.600736534
0,0.527811981,0.215089345,0.16998718,0.170972358,0.369637181,0.958369864,0.797389747,0.476478331,0.000446284,0.840118267,0.181281868,0.533416921,0.958369864,0.041630136,0.942043664,0.001502841,0.275869369,0.170972358,0.781571238,0.00223773,0.015794181,0.038401773,0.134932534,0.006143875,0.565556569,0.604635408
0,0.547459714,0.218871135,0.163690521,0.164645628,0.374532246,0.877588657,0.786042687,0.488129479,0.000417661,0.839257203,0.168176647,0.518916267,0.877588657,0.122411343,0.928823726,0.006455466,0.27946074,0.164645628,0.781577834,0.002192329,0.019877914,0.076037075,0.4017991,0.003697426,0.563125995,0.597947506
0,0.516141121,0.210551196,0.172664203,0.173683814,0.37558015,0.883786317,0.802978469,0.469165895,0.000438973,0.840577257,0.176098774,0.547863061,0.883786317,0.116213683,0.934188186,0.005920171,0.279072534,0.173683814,0.781508501,0.002268437,0.040150421,0.027309642,0.074962519,0.003302066,0.56694204,0.61047291
0,0.540125274,0.21698024,0.17114094,0.17217745,0.379104104,0.847900354,0.802836624,0.48227953,0.000451949,0.840696027,0.165648308,0.552932839,0.847900354,0.152099646,0.931638648,0.009655386,0.281781264,0.17217745,0.781598746,0.002258968,0.044582633,0.074733074,0.085457271,0.005415491,0.568291503,0.619048992
0,0.5150704,0.210645741,0.166706885,0.167432402,0.378454336,0.841611996,0.790519359,0.464193438,0.000436677,0.839500564,0.171042097,0.526766245,0.841611996,0.158388004,0.929574206,0.010507118,0.282399204,0.167432402,0.781527027,0.002195138,0.045108807,0.089336666,0.095952024,0.006253175,0.506546641,0.605932631
0,0.52877563,0.215751158,0.170786517,0.171800859,0.372762999,0.899446745,0.800033865,0.475893336,0.000444487,0.840327583,0.174160381,0.540558221,0.899446745,0.100553255,0.933718216,0.004716439,0.278199352,0.171800859,0.78157601,0.002265075,0.015501967,0.044979554,0.148425787,0.004474483,0.566817101,0.600736534
0,0.52797259,0.20884939,0.164278712,0.165248174,0.373364677,0.9142002,0.784318912,0.473504607,0.000432659,0.839279504,0.172769795,0.514500654,0.9142002,0.0857998,0.927521695,0.003744335,0.277494639,0.165248174,0.781479869,0.002062391,0.028551561,0.065032002,0.091454273,0.007059266,0.563684231,0.595122443
0,0.551474918,0.222558381,0.176841867,0.177901634,0.374562441,0.886688636,0.808047123,0.503534344,0.000445985,0.840949758,0.176225191,0.5539686,0.886688636,0.113311364,0.932855984,0.005680336,0.278898824,0.177901634,0.78164015,0.002271218,0.021639194,0.045633441,0.12143928,0.005698135,0.565683495,0.620396662
0,0.53027464,0.218114777,0.172151421,0.173156587,0.372542682,0.934576896,0.803444357,0.478330815,0.000447307,0.840487618,0.186085711,0.545900567,0.934576896,0.065423104,0.941790765,0.002603525,0.276667423,0.173156587,0.781771379,0.002430834,0.038189267,0.031556182,0.020989505,0.00496975,0.566246743,0.604102106
0,0.545532416,0.220100217,0.175944499,0.176922498,0.377393012,0.859993349,0.802988533,0.496368157,0.000446134,0.840659115,0.186844212,0.549062364,0.859993349,0.140006651,0.940692863,0.008206349,0.280730773,0.176922498,0.781597904,0.002256828,0.02377858,0.057609156,0.145427286,0.00366327,0.566538812,0.61242595
0,0.589217838,0.234943746,0.189993213,0.191082323,0.374286206,0.897209541,0.827984673,0.544825233,0.000466173,0.842318562,0.183515233,0.588148713,0.897209541,0.102790459,0.942619685,0.004876025,0.278315149,0.191082323,0.781634396,0.002553258,0.033278508,0.076695831,0.298350825,0.001940935,0.565511873,0.600635639
0,0.563092243,0.225772903,0.180966745,0.182420728,0.370275765,0.917918796,0.818485753,0.520060449,0.000444512,0.841489101,0.176140913,0.56972307,0.917918796,0.082081204,0.939887837,0.003519091,0.277331078,0.182420728,0.781668361,0.002268783,0.025423652,0.060743851,0.143928036,0.004483022,0.565215833,0.636784906
0,0.537769688,0.219816583,0.175529749,0.176470588,0.369637181,0.901502555,0.805047866,0.488811973,0.000448605,0.840673489,0.187054907,0.546391191,0.901502555,0.098497445,0.940056133,0.004571444,0.278094433,0.176470588,0.781682255,0.002293074,0.017516192,0.015602396,0.046476762,0.004051798,0.565183368,0.623985644
0,0.574281278,0.236078283,0.189088304,0.19078105,0.370900929,0.9058258,0.824062232,0.532394092,0.000455193,0.841955022,0.191268805,0.580680331,0.9058258,0.0941742,0.942446954,0.004277807,0.277881627,0.19078105,0.781671027,0.002365603,0.013881632,0.063456224,0.20089955,0.006990099,0.565229617,0.608865795
0,0.576369185,0.227569254,0.181275922,0.182270091,0.374071481,0.870967742,0.814382786,0.525032906,0.000466323,0.841555087,0.179807003,0.566397732,0.870967742,0.129032258,0.938416026,0.007071923,0.279907719,0.182270091,0.781660501,0.002292506,0.0453153,0.099759021,0.131934033,0.004658073,0.565797914,0.619330057
0,0.535895926,0.218587501,0.173772717,0.174738269,0.388757792,0.803337667,0.798860819,0.489543216,0.000452822,0.840439916,0.188951161,0.54726341,0.803337667,0.196662333,0.939490544,0.017978461,0.287817191,0.174738269,0.781589483,0.002251912,0.03833142,0.111648055,0.082458771,0.006094348,0.568501828,0.607539745
0,0.558862894,0.226907441,0.180295604,0.181290954,0.384182579,0.817939958,0.809426008,0.512553015,0.000466397,0.841654699,0.175677384,0.564816834,0.817939958,0.182060042,0.935860147,0.014541442,0.285324658,0.181290954,0.781617554,0.002326798,0.055803156,0.156505135,0.172413793,0.007581858,0.566853877,0.603900316
0,0.53611007,0.216885695,0.170447176,0.171800859,0.378162444,0.843335248,0.799686702,0.481938283,0.000429814,0.840407766,0.166828199,0.546990842,0.843335248,0.156664752,0.932608836,0.010265459,0.282224197,0.171800859,0.781626676,0.00225382,0.07886108,0.065067198,0.04197901,0.007552825,0.568580178,0.618811168
0,0.582579367,0.232485582,0.187225699,0.189877231,0.371386297,0.910662998,0.825485714,0.540145274,0.000445436,0.842005284,0.186338545,0.582315744,0.910662998,0.089337002,0.947071789,0.003964107,0.277653928,0.189877231,0.781733484,0.002344596,0.039145257,0.080245887,0.112443778,0.004604277,0.565295877,0.625599965
0,0.570159002,0.223598374,0.177437599,0.178428862,0.37081146,0.959941954,0.813768817,0.523034173,0.000461856,0.840999192,0.178247861,0.563126908,0.959941954,0.040058046,0.937759735,0.001438094,0.275822084,0.178428862,0.781663869,0.002369599,0.00975795,0.030035978,0.137931034,0.005520522,0.565516626,0.607164992
0,0.552010279,0.223692919,0.178998567,0.179935226,0.370833827,0.928137376,0.813607337,0.505923073,0.000459235,0.841124226,0.182166786,0.56345399,0.928137376,0.071862624,0.937901496,0.002941847,0.276912875,0.179935226,0.781717624,0.002417257,0.016984429,0.036076505,0.076461769,0.008833688,0.565400272,0.602869744
1,0.482092189,0.198354921,0.155697157,0.156661897,0.381058998,0.814916709,0.769318031,0.432749963,0.00039947,0.836765896,0.158611099,0.492749673,0.814916709,0.185083291,0.920323044,0.015179785,0.285787624,0.156661897,0.78147622,0.002152243,0.043946134,0.171664967,0.196401799,0.006202795,0.563517405,0.604015624
0,0.534611061,0.216507516,0.154596184,0.155607441,0.380509883,0.800767905,0.766035222,0.480622045,0.000423077,0.835834418,0.153385867,0.487080244,0.800767905,0.199232095,0.890634803,0.018686109,0.288330599,0.155607441,0.78158022,0.002168588,0.047479383,0.072884397,0.131934033,0.003937374,0.564474539,0.617867078
0,0.534611061,0.21896568,0.171020285,0.172252768,0.37773523,0.861081718,0.800260527,0.480085799,0.000441418,0.840416734,0.180860478,0.541593982,0.861081718,0.138918282,0.935490858,0.008085064,0.280642356,0.172252768,0.781579097,0.002260198,0.039735745,0.107996408,0.263868066,0.00352579,0.567352425,0.597904265
