Bankrupt,Persistent EPS in the Last Four Seasons,Net profit before tax/Paid-in capital,Borrowing dependency,Net Value Growth Rate,Net worth/Assets,Debt ratio %,Retained Earnings to Total Assets,Continuous interest rate (after tax)
0,0.224165642,0.182799186,0.37143886,0.000426396,0.908546724,0.091453276,0.942993144,0.781603939
0,0.229554694,0.186675213,0.373075022,0.000455193,0.879221211,0.120778789,0.941180331,0.781672712
0,0.223692919,0.175130081,0.388174008,0.000455567,0.804184176,0.195815824,0.941691237,0.781613483
0,0.228609246,0.182980167,0.379728149,0.000471488,0.839012002,0.160987998,0.93727788,0.781618817
0,0.219343859,0.172422894,0.378279872,0.000435204,0.840674789,0.159325211,0.934138241,0.781685905
0,0.231351045,0.185928663,0.370081171,0.000459834,0.929195513,0.070804487,0.943543262,0.781720431
0,0.220100217,0.17470779,0.374115097,0.000466447,0.90788161,0.09211839,0.935067187,0.781633694
0,0.221802023,0.176600558,0.371381824,0.000443963,0.918614143,0.081385857,0.937744832,0.781703308
1,0.22511109,0.180544454,0.381969343,0.000473834,0.80823533,0.19176467,0.934494715,0.781607729
1,0.214616621,0.169361285,0.38626273,0.000433008,0.803609759,0.196390241,0.931547845,0.781567167
0,0.237590999,0.18963879,0.377516032,0.000477302,0.865435197,0.134564803,0.940010767,0.781820221
0,0.252434528,0.194329236,0.3767466,0.000484614,0.868337515,0.131662485,0.943071757,0.781837765
0,0.208093032,0.166948194,0.373530195,0.000433408,0.90630952,0.09369048,0.931717332,0.781419518
0,0.201096719,0.155342734,0.374650792,0.000421055,0.85198174,0.14801826,0.924905685,0.781448992
0,0.220383852,0.173101576,0.373875768,0.000447806,0.884663059,0.115336941,0.934534782,0.781612501
0,0.211496644,0.165982958,0.369637181,0.000424075,0.972639599,0.027360401,0.936722179,0.781525483
0,0.216129337,0.170024885,0.369637181,0.000448655,0.951446625,0.048553375,0.932266767,0.781579518
0,0.230594687,0.184797527,0.371724042,0.000458487,0.936088521,0.063911479,0.944796324,0.781703589
0,0.217074785,0.172815021,0.369637181,0.000426895,0.938809445,0.061190555,0.935500775,0.781579097
0,0.215940248,0.178131363,0.376518454,0.000503005,0.858391027,0.141608973,0.935612599,0.781580922
0,0.216696606,0.171073071,0.37533411,0.000454245,0.889228165,0.110771835,0.933508571,0.781632992
0,0.217831143,0.173124199,0.373501117,0.000431162,0.895637452,0.104362548,0.940632554,0.781603238
0,0.181431408,0.143669407,0.376540821,0.0003691,0.861988693,0.138011307,0.896988131,0.780972078
0,0.208282122,0.167589171,0.378010347,0.000420556,0.846298032,0.153701968,0.930078706,0.781501343
0,0.20487851,0.159716462,0.372957594,0.000426495,0.884390967,0.115609033,0.927051004,0.781491378
0,0.218776591,0.173780258,0.371992449,0.000439996,0.922967621,0.077032379,0.934835229,0.781610396
0,0.221045665,0.176329085,0.369740071,0.000582785,0.907428122,0.092571878,0.957603554,0.781617273
0,0.221802023,0.188884699,0.373319943,0.000491102,0.911328113,0.088671887,0.946518295,0.781761554
0,0.247234566,0.186124727,0.377817989,0.000516805,0.860930556,0.139069444,0.940005629,0.781841273
0,0.241278245,0.188666013,0.376352937,0.00051436,0.875653778,0.124346222,0.94283092,0.781922396
0,0.22908197,0.182655908,0.372370455,0.000482767,0.916890891,0.083109109,0.941547257,0.781680291
0,0.231161955,0.185528995,0.37718276,0.000460858,0.855095686,0.144904314,0.940977775,0.781635097
0,0.226623806,0.180687731,0.37074324,0.000465299,0.91323276,0.08676724,0.948291057,0.78168801
0,0.237780089,0.193167936,0.372542682,0.000498514,0.888623515,0.111376485,0.951351477,0.781679448
0,0.212442091,0.166940653,0.373675581,0.000442965,0.892553738,0.107446262,0.939561351,0.781555659
1,0.207809398,0.164406907,0.377511558,0.000425073,0.837953865,0.162046135,0.909745325,0.781488009
0,0.243830954,0.19510595,0.37594809,0.000473285,0.879825861,0.120174139,0.941294675,0.781812642
0,0.237023731,0.189601086,0.37664371,0.000464027,0.8688817,0.1311183,0.941093086,0.781737835
0,0.217074785,0.171736671,0.372925162,0.000462405,0.911509508,0.088490492,0.932900561,0.781617975
0,0.212063912,0.169006862,0.375120503,0.000449154,0.848837561,0.151162439,0.928539736,0.781541483
0,0.226718351,0.17918709,0.377072043,0.000467196,0.855488708,0.144511292,0.936813058,0.781663168
0,0.221045665,0.177950381,0.371028422,0.000448256,0.936783868,0.063216132,0.93701903,0.781640571
0,0.211307554,0.166721967,0.372737277,0.000439347,0.890437464,0.109562536,0.929953336,0.78154429
0,0.219911128,0.176140563,0.373312114,0.000461456,0.908063005,0.091936995,0.938541378,0.781608431
0,0.241845514,0.194472513,0.369637181,0.000468294,0.931160625,0.068839375,0.944778193,0.781674396
0,0.204783965,0.156172234,0.383786679,0.000383449,0.798228376,0.201771624,0.91591844,0.781474115
0,0.220289307,0.175484503,0.372456568,0.000453172,0.920881579,0.079118421,0.937197138,0.781699659
0,0.221612934,0.175318603,0.371752001,0.000447806,0.912235088,0.087764912,0.93915298,0.781635519
0,0.2149948,0.16906719,0.373610717,0.000444088,0.893823503,0.106176497,0.860211343,0.78158415
0,0.242790962,0.193002036,0.372850231,0.000514859,0.889258397,0.110741603,0.943531167,0.781807449
0,0.209227569,0.178146444,0.37313094,0.0004648,0.878525864,0.121474136,0.938041638,0.781523238
0,0.224071098,0.176992685,0.37369683,0.000452623,0.897723494,0.102276506,0.937403161,0.781663729
0,0.218020233,0.172732071,0.370366353,0.000457813,0.923209481,0.076790519,0.943051861,0.781597483
0,0.214616621,0.170877008,0.373501117,0.000460009,0.908516492,0.091483508,0.940513351,0.781569413
0,0.248558192,0.203423573,0.376066636,0.000472411,0.877467727,0.122532273,0.946288332,0.781779519
0,0.217642054,0.171751753,0.37431752,0.000435604,0.891767694,0.108232306,0.935463179,0.781599448
0,0.227001985,0.182889676,0.372029355,0.000457938,0.914774617,0.085225383,0.940014804,0.781661343
0,0.230689231,0.185280145,0.3742493,0.000524616,0.886204916,0.113795084,0.940454915,0.781652501
0,0.233336485,0.187602745,0.371369522,0.000468444,0.909695559,0.090304441,0.953329515,0.781745273
0,0.236078283,0.190988613,0.372785366,0.000475356,0.879735163,0.120264837,0.948544772,0.781660922
0,0.219060225,0.173697308,0.372130007,0.000442391,0.895214197,0.104785803,0.94167272,0.781586817
1,0.209794838,0.163004298,0.38223775,0.000438648,0.810260906,0.189739094,0.929417374,0.781535588
0,0.264630803,0.220209637,0.374248182,0.000472811,0.897511866,0.102488134,0.948519733,0.781869344
0,0.25961993,0.210806123,0.375062349,0.000468643,0.884723524,0.115276476,0.945670681,0.781860923
0,0.215372979,0.175906794,0.3737315,0.00044566,0.897209541,0.102790459,0.936674055,0.781575027
0,0.201853077,0.159075485,0.375009786,0.000437974,0.849351513,0.150648487,0.92532005,0.781457694
0,0.229554694,0.179315285,0.374949394,0.000456441,0.880883998,0.119116002,0.938087397,0.781698536
0,0.224260187,0.181668049,0.369637181,0.000459535,0.959639629,0.040360371,0.941129609,0.781646185
0,0.216602061,0.17073373,0.374763746,0.00045694,0.873023551,0.126976449,0.93257186,0.781573764
0,0.210456651,0.165847221,0.373620782,0.000423276,0.90035372,0.09964628,0.930975103,0.781540922
0,0.232296492,0.187911922,0.369637181,0.00043236,0.935211779,0.064788221,0.942387039,0.78162008
0,0.21896568,0.171895031,0.377245388,0.000492899,0.848746863,0.151253137,0.924961476,0.781597904
0,0.223220195,0.177211372,0.371585366,0.000458113,0.931432718,0.068567282,0.940965173,0.781714115
0,0.225489269,0.179073976,0.371143613,0.000487434,0.918795538,0.081204462,0.941174501,0.781672571
0,0.209227569,0.164859362,0.372813325,0.000434231,0.916739729,0.083260271,0.926639818,0.781416851
0,0.235605559,0.191222381,0.373080614,0.000464077,0.895304895,0.104695105,0.944512689,0.781734326
0,0.232485582,0.18432999,0.370077816,0.000476953,0.924055991,0.075944009,0.949404752,0.781680712
0,0.222369292,0.170296358,0.376494968,0.000443938,0.869788675,0.130211325,0.932981628,0.781639729
0,0.21896568,0.173403212,0.370264582,0.000444962,0.922242041,0.077757959,0.937374266,0.781606325
0,0.218492956,0.172958299,0.369838486,0.000462405,0.966593101,0.033406899,0.942149995,0.781627238
0,0.276448899,0.224952869,0.373852282,0.000478575,0.902621157,0.097378843,0.956821091,0.781873554
0,0.217263874,0.176811703,0.373459738,0.00045699,0.892463041,0.107536959,0.939621031,0.781586115
0,0.22728562,0.182112963,0.370426744,0.000452797,0.934758291,0.065241709,0.940529014,0.781653062
0,0.223503829,0.178485785,0.377431036,0.0004788,0.855398011,0.144601989,0.935852717,0.781613343
0,0.233620119,0.186064399,0.371319196,0.000473235,0.921607159,0.078392841,0.952803752,0.781707519
0,0.237118276,0.188236181,0.373439607,0.00045694,0.871814252,0.128185748,0.948129471,0.781663729
0,0.226812896,0.182075258,0.371787789,0.000453296,0.878888654,0.121111346,0.941775142,0.781611518
1,0.203743973,0.160168916,0.380277264,0.000407805,0.835202709,0.164797291,0.923377543,0.78142429
1,0.205729413,0.169836362,0.382349586,0.000451425,0.824923663,0.175076337,0.932464314,0.781360711
1,0.201002175,0.158155494,0.389358352,0.00041846,0.798772561,0.201227439,0.926596561,0.78128857
0,0.223692919,0.177369731,0.374782758,0.000486885,0.866765426,0.133234574,0.935350358,0.781702606
0,0.209227569,0.166737048,0.37533411,0.000427993,0.882758412,0.117241588,0.930250615,0.781479588
0,0.212631181,0.167453435,0.3696383,0.000447207,0.957795447,0.042204553,0.932288869,0.781527027
0,0.206580316,0.160229244,0.376250048,0.000427219,0.86924449,0.13075551,0.926887834,0.78140815
0,0.19693675,0.156074203,0.374729077,0.000408927,0.873658433,0.126341567,0.916081675,0.781043377
0,0.215845703,0.169911771,0.371892915,0.000434406,0.921909484,0.078090516,0.932558622,0.781604782
0,0.20487851,0.160297112,0.371570827,0.000422403,0.934667594,0.065332406,0.923824887,0.781297272
0,0.212631181,0.174579594,0.374042404,0.000461007,0.882456087,0.117543913,0.921560747,0.781486887
0,0.21716933,0.171985521,0.372390585,0.000451026,0.902621157,0.097378843,0.921216955,0.781599027
0,0.226340172,0.178576276,0.37608453,0.000462529,0.878646794,0.121353206,0.937286468,0.781724361
0,0.215372979,0.16973079,0.372500185,0.000446958,0.871784019,0.128215981,0.931854429,0.78157601
0,0.211591188,0.167936053,0.371031777,0.000438224,0.941983856,0.058016144,0.935607152,0.781475378
0,0.218303867,0.173086494,0.373884715,0.000439147,0.909907186,0.090092814,0.939859952,0.781636641
0,0.220383852,0.171321921,0.373385926,0.000448231,0.896937449,0.103062551,0.935946138,0.781636361
0,0.208376666,0.16492723,0.377747532,0.000432983,0.862139855,0.137860145,0.930353765,0.781514676
0,0.22312565,0.17429304,0.372525907,0.000442067,0.909604861,0.090395139,0.940009705,0.781678887
0,0.248463648,0.202865546,0.372390585,0.000567138,0.920972277,0.079027723,0.955362569,0.781907239
0,0.21300936,0.169089812,0.371032895,0.000411573,0.9320676,0.0679324,0.939877358,0.78154401
0,0.206674861,0.164520021,0.37408602,0.000426795,0.897118844,0.102881156,0.926723799,0.781387939
0,0.211307554,0.163758389,0.376196366,0.000433807,0.866493334,0.133506666,0.928822625,0.781534045
0,0.219343859,0.173689767,0.374568033,0.000453995,0.892583971,0.107416029,0.936876083,0.781657975
0,0.194194951,0.153940125,0.381457134,0.000407455,0.841007346,0.158992654,0.922553676,0.781262886
0,0.21518389,0.169783576,0.375378845,0.000431661,0.880067721,0.119932279,0.932819508,0.781571799
0,0.226907441,0.179745117,0.370819289,0.000466946,0.932883877,0.067116123,0.94014745,0.781738677
0,0.227380165,0.184948345,0.369822829,0.000440994,0.954862896,0.045137104,0.943570454,0.781653905
0,0.221896568,0.176336626,0.375495154,0.000460583,0.845572452,0.154427548,0.935626524,0.781603518
0,0.225489269,0.179895935,0.37182805,0.000504578,0.92027693,0.07972307,0.944436187,0.781673133
0,0.221234755,0.177550713,0.370757779,0.000450052,0.959881489,0.040118511,0.949628878,0.781689133
0,0.22511109,0.178983485,0.371891796,0.000469816,0.916074614,0.083925386,0.940446712,0.781692782
0,0.219060225,0.177882513,0.369637181,0.000556383,0.977658191,0.022341809,0.943882936,0.78162008
0,0.251772714,0.213618882,0.37133709,0.000715317,0.911600206,0.088399794,0.952201477,0.781696852
0,0.239576439,0.195535782,0.373039234,0.000500335,0.857272425,0.142727575,0.941799187,0.781653203
0,0.220762031,0.174549431,0.385624146,0.000458686,0.807691145,0.192308855,0.933458198,0.781597764
0,0.230972866,0.183741799,0.374238117,0.00047029,0.859267769,0.140732231,0.939498889,0.781626817
0,0.225394724,0.179941181,0.389292369,0.000441718,0.759409862,0.240590138,0.93440005,0.781574606
0,0.219438404,0.173252394,0.377104475,0.000444463,0.865223569,0.134776431,0.934002672,0.781616711
0,0.219722038,0.174594676,0.371706149,0.000568062,0.915953684,0.084046316,0.935135345,0.781603939
0,0.210173017,0.165191162,0.374996365,0.000435479,0.865646824,0.134353176,0.929929327,0.781515378
0,0.231161955,0.186705377,0.376550887,0.000502132,0.855549173,0.144450827,0.939855227,0.781679448
0,0.236361917,0.190739763,0.37073653,0.000478276,0.890376999,0.109623001,0.941865639,0.781659098
0,0.226623806,0.184171631,0.371044079,0.000448755,0.929951326,0.070048674,0.953760302,0.781659098
0,0.217074785,0.171125858,0.386565805,0.000497316,0.812467878,0.187532122,0.932963081,0.781585694
0,0.226151083,0.180657567,0.371072038,0.000475032,0.895697917,0.104302083,0.938917261,0.781653764
1,0.19693675,0.155161753,0.380569156,0.00040481,0.818151586,0.181848414,0.918323291,0.781327869
1,0.194100407,0.153555539,0.384759653,0.000409227,0.809535327,0.190464673,0.922436162,0.781287167
1,0.167155148,0.131234447,0.38266049,0.000344395,0.799679536,0.200320464,0.902171489,0.780007023
1,0.216223882,0.169165221,0.377480244,0.000446409,0.867944493,0.132055507,0.931610241,0.781609975
1,0.195424033,0.154196516,0.386017809,0.000365482,0.803065574,0.196934426,0.884894515,0.781213202
1,0.167438782,0.130548224,0.387256952,0.00033107,0.800314418,0.199685582,0.904351889,0.7811565
1,0.199678548,0.155591584,0.379219295,0.000395527,0.824046921,0.175953079,0.921638976,0.781215026
0,0.21518389,0.169497021,0.377892919,0.000446883,0.844907337,0.155092663,0.932486915,0.781575167
0,0.206296681,0.163426589,0.377304662,0.000405409,0.861565438,0.138434562,0.926187106,0.781447588
0,0.202514891,0.155991253,0.369637181,0.000419408,0.956193125,0.043806875,0.922162368,0.781290816
0,0.201002175,0.156119448,0.376727587,0.000411997,0.848595701,0.151404299,0.923437496,0.781399448
0,0.201285809,0.155395521,0.382475961,0.000391534,0.805786498,0.194213502,0.918322313,0.781360149
0,0.194384041,0.153510293,0.375658435,0.000403812,0.860718929,0.139281071,0.902805941,0.78085671
0,0.206485771,0.168984239,0.372698134,0.00044606,0.913172295,0.086827705,0.932217075,0.781328991
0,0.204500331,0.171872408,0.37217586,0.000454569,0.921637392,0.078362608,0.934220415,0.781382886
0,0.211213009,0.163064626,0.375592452,0.000451574,0.853039877,0.146960123,0.919565297,0.781404641
0,0.217452964,0.172294699,0.371586484,0.000454694,0.887444448,0.112555552,0.924144819,0.781602396
0,0.229838328,0.181977226,0.375247996,0.000462455,0.887535145,0.112464855,0.939296377,0.781751589
0,0.218398412,0.172060931,0.371745291,0.000452223,0.879614233,0.120385767,0.933426757,0.781612782
0,0.212725726,0.169021944,0.371887323,0.000440545,0.888139795,0.111860205,0.933303016,0.781528711
0,0.209889383,0.16426363,0.375018733,0.000422627,0.889711884,0.110288116,0.928517775,0.78119636
0,0.202136712,0.158638112,0.376113608,0.000392732,0.878888654,0.121111346,0.92285033,0.781333202
0,0.216602061,0.171276676,0.374236998,0.000447457,0.891888624,0.108111376,0.933689965,0.781588361
0,0.214049352,0.169172762,0.376440169,0.000447806,0.879009584,0.120990416,0.931565663,0.781561834
0,0.210740286,0.163856421,0.377998045,0.000400643,0.856395683,0.143604317,0.928096379,0.781524641
0,0.236551007,0.190505995,0.372476699,0.000496243,0.920579254,0.079420746,0.945219705,0.781841414
0,0.204594876,0.158298771,0.372913978,0.000406931,0.904707198,0.095292802,0.922707216,0.781407728
0,0.189656802,0.14826182,0.37888155,0.000381752,0.851074765,0.148925235,0.909104233,0.780794815
0,0.218020233,0.173365508,0.374817428,0.000447981,0.882818877,0.117181123,0.930712591,0.781593834
0,0.214805711,0.165960335,0.37512274,0.000445261,0.882304925,0.117695075,0.934226923,0.781570536
0,0.205445779,0.168999321,0.380120693,0.000460259,0.848867793,0.151132207,0.922632247,0.781426957
0,0.214711166,0.168938994,0.374384622,0.000419234,0.905221151,0.094778849,0.930957649,0.781570115
0,0.215562069,0.17006259,0.374514352,0.000437425,0.899688605,0.100311395,0.932137813,0.781575589
0,0.221234755,0.175808763,0.370171758,0.000452523,0.954107083,0.045892917,0.937764492,0.781680712
0,0.21518389,0.169708167,0.380348839,0.000412196,0.836230613,0.163769387,0.917197512,0.781573203
0,0.223692919,0.179496267,0.371037369,0.000432959,0.937932702,0.062067298,0.938100693,0.781639308
0,0.218587501,0.171917653,0.378060673,0.000550469,0.844998035,0.155001965,0.931505418,0.781585834
0,0.222274747,0.17512254,0.371935412,0.000460159,0.933911782,0.066088218,0.942686735,0.781673413
0,0.217547509,0.162943971,0.372935227,0.000434331,0.923844363,0.076155637,0.940558568,0.78162022
0,0.211118465,0.165281653,0.373438489,0.000427693,0.89962814,0.10037186,0.930706435,0.781512571
0,0.20289307,0.157062062,0.369891049,0.000419683,0.964446594,0.035553406,0.930665889,0.781422185
0,0.255081781,0.21226906,0.370702979,0.000508595,0.91882577,0.08117423,0.952162869,0.781740642
0,0.232391037,0.188304049,0.374306337,0.00048666,0.853342202,0.146657798,0.939991347,0.781624992
0,0.201285809,0.155998793,0.38399805,0.000444812,0.817970191,0.182029809,0.924824551,0.781461764
0,0.227758344,0.182407058,0.374075955,0.000465299,0.86316776,0.13683224,0.940226576,0.781617133
